,type,temperature,min_temp,humidity,visibility,sunrise,feels_like,time_updated,description,max_temp,wind_speed,clouds,sunset
0,Clouds,11.91,11.53,81,10000,1708414464,11.27,2024-02-20 16:05:05,few clouds,12.36,9.77,20,1708451020
1,Clouds,11.96,11.53,80,10000,1708414464,11.3,2024-02-20 16:10:05,few clouds,12.36,9.77,20,1708451020
2,Clouds,11.83,11.05,81,10000,1708414464,11.18,2024-02-20 16:15:05,few clouds,12.36,9.77,20,1708451020
3,Clouds,11.96,11.53,80,10000,1708414464,11.3,2024-02-20 16:20:05,few clouds,12.36,9.77,20,1708451020
4,Clouds,11.83,11.05,81,10000,1708414464,11.18,2024-02-20 16:25:05,few clouds,12.36,9.77,20,1708451020
5,Clouds,11.67,10.88,79,10000,1708414464,10.96,2024-02-20 16:30:06,few clouds,12.36,8.23,20,1708451020
6,Clouds,11.67,10.88,79,10000,1708414464,10.96,2024-02-20 16:35:04,few clouds,12.36,8.23,20,1708451020
7,Clouds,11.29,10.88,81,10000,1708414464,10.59,2024-02-20 16:40:04,few clouds,12.21,8.23,20,1708451020
8,Clouds,11.29,10.88,81,10000,1708414464,10.59,2024-02-20 16:45:04,few clouds,12.21,8.23,20,1708451020
9,Clouds,11.08,10.49,81,10000,1708414464,10.36,2024-02-20 16:50:04,scattered clouds,11.65,6.71,40,1708451020
10,Clouds,11.1,10.49,79,10000,1708414464,10.33,2024-02-20 16:55:04,scattered clouds,11.81,6.71,40,1708451020
11,Clouds,11.1,10.49,79,10000,1708414464,10.33,2024-02-20 17:00:05,scattered clouds,11.81,6.71,40,1708451020
12,Clouds,11.08,10.49,77,10000,1708414464,10.25,2024-02-20 17:05:05,scattered clouds,11.81,6.71,40,1708451020
13,Clouds,11.05,10.45,77,10000,1708414462,10.22,2024-02-20 17:10:05,scattered clouds,11.77,6.17,40,1708451020
14,Clouds,11.08,10.49,78,10000,1708414464,10.28,2024-02-20 17:15:05,scattered clouds,11.81,6.71,40,1708451020
15,Clouds,10.59,9.93,78,10000,1708414464,9.74,2024-02-20 17:20:05,scattered clouds,11.25,6.71,40,1708451020
16,Clouds,10.55,9.93,78,10000,1708414464,9.7,2024-02-20 17:25:05,scattered clouds,11.25,6.71,40,1708451020
17,Clouds,10.59,9.93,78,10000,1708414464,9.74,2024-02-20 17:30:05,scattered clouds,11.25,6.71,40,1708451020
18,Clouds,10.55,9.93,78,10000,1708414464,9.7,2024-02-20 17:35:05,scattered clouds,11.25,6.71,40,1708451020
19,Clouds,10.27,9.93,80,10000,1708414464,9.44,2024-02-20 17:40:05,scattered clouds,10.88,5.66,40,1708451020
20,Clouds,10.28,9.77,79,10000,1708414464,9.43,2024-02-20 17:45:05,scattered clouds,10.7,5.66,40,1708451020
21,Clouds,10.28,9.93,79,10000,1708414464,9.43,2024-02-20 17:50:05,scattered clouds,10.7,5.66,40,1708451020
22,Clouds,10.02,9.37,79,10000,1708414464,9.14,2024-02-20 17:55:05,scattered clouds,10.7,5.66,40,1708451020
23,Clouds,10.01,9.37,79,10000,1708414464,9.13,2024-02-20 18:00:05,scattered clouds,10.7,5.66,40,1708451020
24,Clouds,10.02,9.37,79,10000,1708414464,9.14,2024-02-20 18:05:05,scattered clouds,10.7,5.66,40,1708451020
25,Clouds,9.97,9.37,80,10000,1708414464,7.96,2024-02-20 18:10:04,scattered clouds,10.7,4.02,40,1708451020
26,Clouds,9.97,9.37,80,10000,1708414464,8.15,2024-02-20 18:15:05,scattered clouds,10.7,3.6,40,1708451020
27,Clouds,9.97,9.37,80,10000,1708414464,8.15,2024-02-20 18:20:05,scattered clouds,10.7,3.6,40,1708451020
28,Clouds,9.55,9.07,80,10000,1708414464,7.65,2024-02-20 18:25:05,scattered clouds,10.14,3.58,40,1708451020
29,Clouds,9.54,9.07,80,10000,1708414464,7.64,2024-02-20 18:30:06,scattered clouds,10.14,3.58,40,1708451020
30,Clouds,9.54,9.07,80,10000,1708414464,7.64,2024-02-20 18:35:05,scattered clouds,10.14,3.58,40,1708451020
31,Clouds,9.41,8.53,80,10000,1708414464,6.8,2024-02-20 18:40:05,scattered clouds,10.14,5.14,40,1708451020
32,Clear,9.45,9.07,79,10000,1708414464,7.78,2024-02-20 18:45:05,clear sky,10.14,3.13,0,1708451020
33,Clear,9.45,9.07,79,10000,1708414464,7.78,2024-02-20 18:50:05,clear sky,10.14,3.13,0,1708451020
34,Clear,9.29,8.53,80,10000,1708414464,6.65,2024-02-20 18:55:05,clear sky,10.14,5.14,0,1708451020
35,Clear,9.35,8.53,80,10000,1708414464,6.72,2024-02-20 19:00:06,clear sky,10.14,5.14,0,1708451020
36,Clear,9.29,8.53,80,10000,1708414464,6.65,2024-02-20 19:05:05,clear sky,10.14,5.14,0,1708451020
37,Clear,9.19,8.82,81,10000,1708414464,7.46,2024-02-20 19:10:05,clear sky,9.65,3.13,0,1708451020
38,Clear,9.18,8.66,81,10000,1708414464,7.8,2024-02-20 19:15:05,clear sky,9.65,2.57,0,1708451020
39,Clouds,9.33,8.66,80,10000,1708414464,7.65,2024-02-20 19:20:05,broken clouds,10.14,3.09,75,1708451020
40,Clouds,9.07,8.32,80,10000,1708414464,7.34,2024-02-20 19:25:05,broken clouds,9.58,3.09,75,1708451020
41,Clouds,9.07,8.32,80,10000,1708414464,7.34,2024-02-20 19:30:05,broken clouds,9.58,3.09,75,1708451020
42,Clouds,9.0,8.27,80,10000,1708414463,7.26,2024-02-20 19:35:05,broken clouds,9.58,3.09,75,1708451020
43,Clouds,8.71,7.21,81,10000,1708414464,5.92,2024-02-20 19:40:05,broken clouds,9.36,5.14,75,1708451020
44,Clear,8.46,7.21,82,10000,1708414464,5.61,2024-02-20 19:45:05,clear sky,9.1,5.14,0,1708451020
45,Clear,8.35,7.53,82,10000,1708414464,5.47,2024-02-20 19:50:05,clear sky,9.03,5.14,0,1708451020
46,Clear,8.35,7.53,82,10000,1708414464,5.47,2024-02-20 19:55:05,clear sky,9.03,5.14,0,1708451020
47,Clear,8.19,7.53,82,10000,1708414464,5.27,2024-02-20 20:00:05,clear sky,8.65,5.14,0,1708451020
48,Clear,8.19,7.53,82,10000,1708414464,5.27,2024-02-20 20:05:05,clear sky,8.65,5.14,0,1708451020
49,Clear,8.19,7.53,82,10000,1708414464,5.27,2024-02-20 20:10:05,clear sky,8.65,5.14,0,1708451020
50,Clear,8.07,7.71,82,10000,1708414464,5.57,2024-02-20 20:15:05,clear sky,8.54,4.12,0,1708451020
51,Clear,8.07,7.71,82,10000,1708414464,5.57,2024-02-20 20:20:05,clear sky,8.54,4.12,0,1708451020
52,Clear,7.73,6.53,83,10000,1708414464,6.08,2024-02-20 20:25:05,clear sky,8.36,2.57,0,1708451020
53,Clear,7.63,6.53,83,10000,1708414463,5.96,2024-02-20 20:30:05,clear sky,8.36,2.57,0,1708451020
54,Clear,7.43,6.53,83,10000,1708414464,5.73,2024-02-20 20:35:05,clear sky,8.36,2.57,0,1708451020
55,Clear,7.43,6.53,83,10000,1708414464,5.73,2024-02-20 20:40:05,clear sky,8.36,2.57,0,1708451020
56,Clear,7.43,6.53,83,10000,1708414464,5.73,2024-02-20 20:45:05,clear sky,8.36,2.57,0,1708451020
57,Clear,7.34,6.53,83,10000,1708414464,5.62,2024-02-20 20:50:05,clear sky,8.36,2.57,0,1708451020
58,Clear,6.95,6.29,84,10000,1708414464,5.16,2024-02-20 20:55:05,clear sky,7.71,2.57,0,1708451020
59,Clear,6.95,6.29,84,10000,1708414464,5.16,2024-02-20 21:00:05,clear sky,7.71,2.57,0,1708451020
60,Clear,6.89,6.29,84,10000,1708414464,5.51,2024-02-20 21:05:05,clear sky,7.71,2.06,0,1708451020
61,Clear,6.89,6.29,84,10000,1708414464,5.51,2024-02-20 21:10:05,clear sky,7.71,2.06,0,1708451020
62,Clear,6.89,6.29,84,10000,1708414464,5.51,2024-02-20 21:15:05,clear sky,7.71,2.06,0,1708451020
63,Clouds,6.47,5.32,87,10000,1708414464,3.6,2024-02-20 21:20:04,few clouds,7.55,4.12,20,1708451020
64,Clouds,6.47,5.32,87,10000,1708414464,3.6,2024-02-20 21:25:04,few clouds,7.55,4.12,20,1708451020
65,Clouds,6.17,5.32,87,10000,1708414464,3.23,2024-02-20 21:30:05,few clouds,7.55,4.12,20,1708451020
66,Clouds,6.09,5.18,88,10000,1708414464,3.13,2024-02-20 21:35:04,few clouds,7.55,4.12,20,1708451020
67,Clouds,6.09,5.18,88,10000,1708414464,3.13,2024-02-20 21:40:04,few clouds,7.55,4.12,20,1708451020
68,Clouds,6.09,5.18,88,10000,1708414464,3.13,2024-02-20 21:45:04,few clouds,7.55,4.12,20,1708451020
69,Clouds,6.31,5.18,86,10000,1708414464,3.4,2024-02-20 21:50:04,few clouds,8.11,4.12,20,1708451020
70,Clouds,6.31,5.18,86,10000,1708414464,3.4,2024-02-20 21:55:05,few clouds,8.11,4.12,20,1708451020
71,Clouds,6.17,5.18,86,10000,1708414464,3.23,2024-02-20 22:00:07,few clouds,7.16,4.12,20,1708451020
72,Clouds,6.17,5.18,86,10000,1708414464,3.23,2024-02-20 22:05:05,few clouds,7.16,4.12,20,1708451020
73,Clouds,6.17,5.18,86,10000,1708414464,3.23,2024-02-20 22:10:04,few clouds,7.16,4.12,20,1708451020
74,Clouds,6.24,5.18,86,10000,1708414464,4.59,2024-02-20 22:15:05,few clouds,8.11,2.24,20,1708451020
75,Clouds,6.14,5.18,86,10000,1708414464,4.47,2024-02-20 22:20:04,few clouds,7.16,2.24,20,1708451020
76,Clouds,6.24,5.18,86,10000,1708414464,4.59,2024-02-20 22:25:04,few clouds,8.11,2.24,20,1708451020
77,Clouds,6.11,4.62,88,10000,1708414464,4.6,2024-02-20 22:30:05,broken clouds,8.11,2.06,75,1708451020
78,Clouds,6.24,4.62,87,10000,1708414464,4.75,2024-02-20 22:35:04,broken clouds,8.27,2.06,75,1708451020
79,Clouds,6.11,4.62,88,10000,1708414464,4.6,2024-02-20 22:40:05,broken clouds,8.11,2.06,75,1708451020
80,Clouds,5.97,4.62,88,10000,1708414464,4.44,2024-02-20 22:45:04,broken clouds,8.11,2.06,75,1708451020
81,Clouds,6.05,4.21,86,10000,1708414464,4.53,2024-02-20 22:50:04,broken clouds,8.82,2.06,75,1708451020
82,Clouds,6.01,4.21,86,10000,1708414464,4.32,2024-02-20 22:55:05,broken clouds,8.82,2.24,75,1708451020
83,Clouds,6.01,4.21,86,10000,1708414464,4.32,2024-02-20 23:00:05,broken clouds,8.82,2.24,75,1708451020
84,Clouds,6.12,4.21,85,10000,1708414464,4.45,2024-02-20 23:05:05,broken clouds,8.82,2.24,75,1708451020
85,Clouds,6.12,4.21,85,10000,1708414464,4.45,2024-02-20 23:10:05,broken clouds,8.82,2.24,75,1708451020
86,Clouds,6.25,4.21,85,10000,1708414464,4.77,2024-02-20 23:15:05,broken clouds,8.82,2.06,75,1708451020
87,Clouds,7.02,4.98,85,10000,1708414464,4.28,2024-02-20 23:20:05,broken clouds,9.38,4.12,75,1708451020
88,Clouds,7.02,4.98,85,10000,1708414464,4.28,2024-02-20 23:25:05,broken clouds,9.38,4.12,75,1708451020
89,Clouds,7.1,4.98,85,10000,1708414464,4.38,2024-02-20 23:30:06,broken clouds,9.38,4.12,75,1708451020
90,Clouds,7.31,4.98,84,10000,1708414464,4.64,2024-02-20 23:35:04,broken clouds,9.38,4.12,75,1708451020
91,Clouds,7.1,4.98,85,10000,1708414464,4.38,2024-02-20 23:40:04,broken clouds,9.38,4.12,75,1708451020
92,Clouds,7.56,4.98,83,10000,1708414464,4.94,2024-02-20 23:45:04,broken clouds,9.38,4.12,75,1708451020
93,Clouds,8.04,6.85,83,10000,1708414464,5.53,2024-02-20 23:50:05,broken clouds,9.58,4.12,75,1708451020
94,Clouds,7.56,4.98,83,10000,1708414464,4.94,2024-02-20 23:55:04,broken clouds,9.38,4.12,75,1708451020
95,Clouds,8.09,6.85,82,10000,1708500734,5.6,2024-02-21 00:00:05,broken clouds,9.58,4.12,75,1708537537
96,Clouds,8.22,6.99,82,10000,1708500734,6.59,2024-02-21 00:05:04,broken clouds,9.58,2.68,75,1708537537
97,Clouds,7.91,6.99,84,10000,1708500734,6.22,2024-02-21 00:10:04,broken clouds,9.38,2.68,75,1708537537
98,Clouds,7.91,6.99,84,10000,1708500734,6.22,2024-02-21 00:15:04,broken clouds,9.38,2.68,75,1708537537
99,Clouds,8.22,6.99,82,10000,1708500734,6.59,2024-02-21 00:20:04,broken clouds,9.58,2.68,75,1708537537
100,Clouds,7.9,6.99,84,10000,1708500734,5.91,2024-02-21 00:25:05,broken clouds,9.1,3.13,75,1708537537
101,Clouds,8.15,6.99,84,10000,1708500734,6.21,2024-02-21 00:30:06,broken clouds,9.38,3.13,75,1708537537
102,Clouds,8.33,6.99,83,10000,1708500734,6.43,2024-02-21 00:35:04,broken clouds,9.38,3.13,75,1708537537
103,Clouds,8.11,6.99,84,10000,1708500734,6.16,2024-02-21 00:40:05,broken clouds,9.38,3.13,75,1708537537
104,Clouds,8.64,6.99,81,10000,1708500734,6.8,2024-02-21 00:45:05,broken clouds,10.14,3.13,75,1708537537
105,Clouds,8.94,8.1,81,10000,1708500734,6.64,2024-02-21 00:50:05,broken clouds,10.14,4.12,75,1708537537
106,Clouds,8.94,8.1,81,10000,1708500734,6.64,2024-02-21 00:55:05,broken clouds,10.14,4.12,75,1708537537
107,Clouds,8.94,8.1,81,10000,1708500734,6.64,2024-02-21 01:00:05,broken clouds,10.14,4.12,75,1708537537
108,Clouds,8.96,8.1,82,10000,1708500734,6.67,2024-02-21 01:05:05,broken clouds,10.14,4.12,75,1708537537
109,Clouds,8.96,8.1,82,10000,1708500734,6.67,2024-02-21 01:10:05,broken clouds,10.14,4.12,75,1708537537
110,Clouds,8.96,8.1,82,10000,1708500734,6.67,2024-02-21 01:15:05,broken clouds,10.14,4.12,75,1708537537
111,Clouds,9.13,8.11,82,10000,1708500734,5.91,2024-02-21 01:20:05,broken clouds,10.14,6.71,75,1708537537
112,Clouds,9.15,7.71,81,10000,1708500734,5.93,2024-02-21 01:25:05,broken clouds,10.14,6.71,75,1708537537
113,Clouds,9.22,7.71,81,10000,1708500734,6.02,2024-02-21 01:30:05,broken clouds,10.14,6.71,75,1708537537
114,Clouds,9.15,7.71,81,10000,1708500734,5.93,2024-02-21 01:35:05,broken clouds,10.14,6.71,75,1708537537
115,Clouds,9.15,7.71,81,10000,1708500734,5.93,2024-02-21 01:40:05,broken clouds,10.14,6.71,75,1708537537
116,Rain,9.18,8.11,82,10000,1708500734,5.83,2024-02-21 01:45:05,light rain,10.14,7.2,75,1708537537
117,Rain,9.18,8.11,81,10000,1708500734,5.97,2024-02-21 01:50:05,light rain,10.14,6.71,75,1708537537
118,Rain,9.18,8.11,82,10000,1708500734,5.83,2024-02-21 01:55:05,light rain,10.14,7.2,75,1708537537
119,Rain,9.18,8.11,83,10000,1708500734,5.83,2024-02-21 02:00:05,light rain,10.14,7.2,75,1708537537
120,Rain,8.97,8.11,84,10000,1708500734,5.56,2024-02-21 02:05:05,light rain,9.58,7.2,75,1708537537
121,Rain,9.08,8.11,83,10000,1708500734,5.7,2024-02-21 02:10:05,light rain,9.58,7.2,75,1708537537
122,Rain,9.04,8.11,84,10000,1708500734,5.65,2024-02-21 02:15:05,light rain,9.93,7.2,75,1708537537
123,Rain,9.04,8.11,84,10000,1708500734,5.65,2024-02-21 02:20:05,light rain,9.93,7.2,75,1708537537
124,Rain,9.04,8.11,84,10000,1708500734,5.65,2024-02-21 02:25:05,light rain,9.93,7.2,75,1708537537
125,Rain,9.19,7.76,85,10000,1708500734,6.73,2024-02-21 02:30:05,moderate rain,10.53,4.63,75,1708537537
126,Rain,9.19,7.76,85,10000,1708500734,6.73,2024-02-21 02:35:05,moderate rain,10.53,4.63,75,1708537537
127,Rain,9.22,7.71,85,10000,1708500734,6.76,2024-02-21 02:40:05,light rain,10.53,4.63,75,1708537537
128,Rain,9.24,7.71,87,10000,1708500734,6.67,2024-02-21 02:45:05,light rain,11.05,4.92,75,1708537537
129,Rain,9.24,7.71,87,10000,1708500734,6.67,2024-02-21 02:50:05,light rain,11.05,4.92,75,1708537537
130,Mist,8.88,7.71,88,1200,1708500734,6.13,2024-02-21 02:55:05,mist,10.53,5.14,75,1708537537
131,Mist,9.52,7.71,88,1200,1708500734,6.94,2024-02-21 03:00:06,mist,10.77,5.14,75,1708537537
132,Mist,9.41,7.71,89,1200,1708500734,6.8,2024-02-21 03:05:05,mist,10.77,5.14,75,1708537537
133,Mist,9.31,7.71,90,1200,1708500734,6.67,2024-02-21 03:10:05,mist,10.77,5.14,75,1708537537
134,Mist,9.32,7.71,90,1200,1708500734,6.69,2024-02-21 03:15:05,mist,10.77,5.14,75,1708537537
135,Drizzle,9.42,7.71,90,5000,1708500734,6.9,2024-02-21 03:20:05,light intensity drizzle rain,10.77,4.92,75,1708537537
136,Mist,9.32,7.71,90,1200,1708500734,6.69,2024-02-21 03:25:05,mist,10.77,5.14,75,1708537537
137,Drizzle,9.66,8.1,88,5000,1708500734,7.2,2024-02-21 03:30:05,light intensity drizzle rain,10.7,4.92,75,1708537537
138,Drizzle,9.66,8.1,88,5000,1708500734,7.2,2024-02-21 03:35:05,light intensity drizzle rain,10.7,4.92,75,1708537537
139,Rain,9.66,8.1,88,5000,1708500734,7.2,2024-02-21 03:40:05,light rain,10.7,4.92,75,1708537537
140,Rain,9.58,8.1,89,10000,1708500734,7.1,2024-02-21 03:45:05,light rain,10.7,4.92,75,1708537537
141,Rain,9.58,8.1,89,10000,1708500734,7.1,2024-02-21 03:50:05,light rain,10.7,4.92,75,1708537537
142,Rain,9.5,8.1,89,10000,1708500734,7.0,2024-02-21 03:55:05,light rain,10.53,4.92,75,1708537537
143,Rain,9.54,8.1,89,10000,1708500734,7.05,2024-02-21 04:00:04,light rain,10.53,4.92,75,1708537537
144,Rain,9.47,8.1,90,10000,1708500734,6.96,2024-02-21 04:05:05,light rain,10.49,4.92,75,1708537537
145,Rain,9.62,8.36,90,10000,1708500734,7.73,2024-02-21 04:10:05,light rain,10.49,3.6,75,1708537537
146,Rain,9.62,8.36,90,10000,1708500734,7.73,2024-02-21 04:15:05,moderate rain,10.49,3.6,75,1708537537
147,Rain,9.62,8.36,90,10000,1708500734,7.73,2024-02-21 04:20:05,moderate rain,10.49,3.6,75,1708537537
148,Rain,9.6,8.36,91,10000,1708500734,7.24,2024-02-21 04:25:05,light rain,10.53,4.63,75,1708537537
149,Rain,9.6,8.36,91,10000,1708500734,7.24,2024-02-21 04:30:05,moderate rain,10.53,4.63,75,1708537537
150,Rain,9.6,8.36,91,10000,1708500734,7.24,2024-02-21 04:35:04,light rain,10.53,4.63,75,1708537537
151,Rain,9.78,8.36,91,10000,1708500734,7.46,2024-02-21 04:40:05,moderate rain,10.7,4.63,75,1708537537
152,Rain,9.78,8.36,91,10000,1708500734,7.46,2024-02-21 04:45:05,moderate rain,10.7,4.63,75,1708537537
153,Rain,9.91,8.82,91,10000,1708500734,7.62,2024-02-21 04:50:05,light rain,10.7,4.63,75,1708537537
154,Rain,9.91,8.82,91,10000,1708500734,7.62,2024-02-21 04:55:05,light rain,10.7,4.63,75,1708537537
155,Rain,10.02,9.36,91,10000,1708500734,9.45,2024-02-21 05:00:06,moderate rain,11.05,4.63,75,1708537537
156,Rain,10.02,9.36,91,10000,1708500734,9.45,2024-02-21 05:05:05,moderate rain,11.05,4.63,75,1708537537
157,Rain,10.14,9.36,91,10000,1708500734,9.59,2024-02-21 05:10:05,moderate rain,11.09,3.6,75,1708537537
158,Rain,10.14,9.36,91,10000,1708500734,9.59,2024-02-21 05:15:05,moderate rain,11.09,3.6,75,1708537537
159,Rain,10.14,9.36,91,10000,1708500734,9.59,2024-02-21 05:20:04,moderate rain,11.09,3.6,75,1708537537
160,Rain,10.27,8.82,91,10000,1708500734,9.73,2024-02-21 05:25:04,moderate rain,11.6,9.26,75,1708537537
161,Rain,10.27,8.82,91,10000,1708500734,9.73,2024-02-21 05:30:05,moderate rain,11.6,9.26,75,1708537537
162,Rain,10.27,8.82,91,10000,1708500734,9.73,2024-02-21 05:35:04,moderate rain,11.6,9.26,75,1708537537
163,Rain,10.31,9.36,91,10000,1708500734,9.77,2024-02-21 05:40:05,light rain,11.6,9.26,75,1708537537
164,Rain,10.31,9.36,91,10000,1708500734,9.77,2024-02-21 05:45:05,light rain,11.6,9.26,75,1708537537
165,Rain,10.31,9.36,91,10000,1708500734,9.77,2024-02-21 05:50:05,light rain,11.6,9.26,75,1708537537
166,Rain,10.4,9.36,92,10000,1708500734,9.9,2024-02-21 05:55:05,light rain,11.65,9.26,75,1708537537
167,Rain,10.4,9.36,92,10000,1708500734,9.9,2024-02-21 06:00:05,light rain,11.65,9.26,75,1708537537
168,Rain,10.4,9.36,92,10000,1708500734,9.9,2024-02-21 06:05:05,light rain,11.65,9.26,75,1708537537
169,Rain,10.5,9.36,93,10000,1708500734,10.03,2024-02-21 06:10:05,light rain,12.16,4.63,75,1708537537
170,Clouds,10.8,9.37,91,10000,1708500734,10.31,2024-02-21 06:15:05,broken clouds,12.16,9.26,75,1708537537
171,Clouds,10.8,9.37,91,10000,1708500734,10.31,2024-02-21 06:20:05,broken clouds,12.16,9.26,75,1708537537
172,Clouds,10.8,9.37,91,10000,1708500734,10.31,2024-02-21 06:25:05,broken clouds,12.16,9.26,75,1708537537
173,Clouds,10.8,9.37,91,10000,1708500734,10.31,2024-02-21 06:30:05,broken clouds,12.16,9.26,75,1708537537
174,Clouds,11.08,10.18,90,10000,1708500734,10.59,2024-02-21 06:35:05,broken clouds,12.16,9.26,75,1708537537
175,Clouds,11.08,10.18,90,10000,1708500734,10.59,2024-02-21 06:40:05,broken clouds,12.16,9.26,75,1708537537
176,Clouds,11.04,9.37,91,10000,1708500734,10.58,2024-02-21 06:45:05,broken clouds,12.16,9.26,75,1708537537
177,Clouds,11.04,9.37,91,10000,1708500734,10.58,2024-02-21 06:50:05,broken clouds,12.16,9.26,75,1708537537
178,Rain,11.02,9.37,92,10000,1708500734,10.58,2024-02-21 06:55:05,light rain,12.16,9.26,75,1708537537
179,Rain,11.02,9.37,92,10000,1708500734,10.58,2024-02-21 07:00:05,light rain,12.16,9.26,75,1708537537
180,Clouds,11.14,10.36,91,10000,1708500734,10.69,2024-02-21 07:05:05,broken clouds,12.16,5.66,75,1708537537
181,Clouds,11.21,10.36,91,10000,1708500734,10.76,2024-02-21 07:10:05,broken clouds,12.16,5.66,75,1708537537
182,Clouds,11.44,10.74,90,10000,1708500734,10.99,2024-02-21 07:15:05,broken clouds,12.53,11.83,75,1708537537
183,Rain,11.21,10.36,91,10000,1708500734,10.76,2024-02-21 07:20:05,light rain,12.16,5.66,75,1708537537
184,Clouds,11.73,10.89,89,10000,1708500734,11.28,2024-02-21 07:25:05,broken clouds,12.53,11.83,75,1708537537
185,Clouds,11.83,10.89,89,10000,1708500734,11.39,2024-02-21 07:30:06,broken clouds,12.92,11.83,75,1708537537
186,Clouds,11.83,10.89,89,10000,1708500734,11.39,2024-02-21 07:35:05,broken clouds,12.92,11.83,75,1708537537
187,Clouds,12.05,10.85,88,10000,1708500733,11.61,2024-02-21 07:40:05,broken clouds,13.43,11.83,75,1708537538
188,Clouds,12.05,10.85,88,10000,1708500733,11.61,2024-02-21 07:45:05,broken clouds,13.43,11.83,75,1708537538
189,Clouds,12.08,10.89,88,10000,1708500734,11.64,2024-02-21 07:50:05,broken clouds,13.47,11.83,75,1708537537
190,Clouds,12.19,10.89,86,10000,1708500734,11.71,2024-02-21 07:55:05,broken clouds,13.47,11.83,75,1708537537
191,Clouds,12.19,10.89,86,10000,1708500734,11.71,2024-02-21 08:00:05,broken clouds,13.47,11.83,75,1708537537
192,Clouds,12.26,10.89,86,10000,1708500734,11.79,2024-02-21 08:05:05,broken clouds,13.47,7.2,75,1708537537
193,Clouds,12.19,10.89,86,10000,1708500734,11.71,2024-02-21 08:10:05,broken clouds,13.47,11.83,75,1708537537
194,Clouds,12.2,10.89,87,10000,1708500734,11.75,2024-02-21 08:15:05,broken clouds,12.92,12.35,75,1708537537
195,Clouds,12.2,10.89,87,10000,1708500734,11.75,2024-02-21 08:20:05,broken clouds,12.92,12.35,75,1708537537
196,Clouds,12.2,10.89,87,10000,1708500734,11.75,2024-02-21 08:25:05,broken clouds,12.92,12.35,75,1708537537
197,Clouds,12.34,10.89,86,10000,1708500734,11.88,2024-02-21 08:30:06,broken clouds,13.47,12.35,75,1708537537
198,Clouds,12.42,10.89,86,10000,1708500734,11.96,2024-02-21 08:35:05,broken clouds,13.47,12.35,75,1708537537
199,Clouds,12.42,10.89,86,10000,1708500734,11.96,2024-02-21 08:40:05,broken clouds,13.47,12.35,75,1708537537
200,Clouds,12.42,10.89,86,10000,1708500734,11.96,2024-02-21 08:45:05,broken clouds,13.47,12.35,75,1708537537
201,Drizzle,12.6,11.44,86,10000,1708500734,12.16,2024-02-21 08:50:05,light intensity drizzle,13.47,10.8,75,1708537537
202,Drizzle,12.6,11.44,86,10000,1708500734,12.16,2024-02-21 08:55:05,light intensity drizzle,13.47,10.8,75,1708537537
203,Drizzle,12.75,11.44,86,10000,1708500734,12.33,2024-02-21 09:00:05,light intensity drizzle,14.03,10.8,75,1708537537
204,Drizzle,12.75,11.44,86,10000,1708500734,12.33,2024-02-21 09:05:05,light intensity drizzle,14.03,10.8,75,1708537537
205,Drizzle,12.75,11.44,86,10000,1708500734,12.33,2024-02-21 09:10:05,light intensity drizzle,14.03,10.8,75,1708537537
206,Drizzle,12.91,12.0,86,10000,1708500734,12.5,2024-02-21 09:15:05,light intensity drizzle,14.03,10.8,75,1708537537
207,Drizzle,12.91,12.0,86,10000,1708500734,12.5,2024-02-21 09:20:05,light intensity drizzle,14.03,10.8,75,1708537537
208,Clouds,13.1,12.0,85,10000,1708500734,12.68,2024-02-21 09:25:05,broken clouds,14.03,11.32,75,1708537537
209,Clouds,13.03,11.04,86,10000,1708500734,12.63,2024-02-21 09:30:05,broken clouds,14.58,11.32,75,1708537537
210,Clouds,13.28,12.0,85,10000,1708500734,12.88,2024-02-21 09:35:05,broken clouds,14.58,11.32,75,1708537537
211,Clouds,13.26,11.96,85,10000,1708500733,12.86,2024-02-21 09:40:05,broken clouds,14.54,11.32,75,1708537538
212,Clouds,13.34,12.0,85,10000,1708500734,12.95,2024-02-21 09:45:05,broken clouds,14.58,11.32,75,1708537537
213,Clouds,13.38,12.53,86,10000,1708500734,13.02,2024-02-21 09:50:05,broken clouds,14.03,11.32,75,1708537537
214,Clouds,13.39,12.53,86,10000,1708500734,13.03,2024-02-21 09:55:05,broken clouds,14.03,11.32,75,1708537537
215,Clouds,13.38,12.53,86,10000,1708500734,13.02,2024-02-21 10:00:05,broken clouds,14.03,11.32,75,1708537537
216,Clouds,13.38,12.53,86,10000,1708500734,13.02,2024-02-21 10:05:05,broken clouds,14.03,11.32,75,1708537537
217,Clouds,13.48,12.15,87,10000,1708500734,13.16,2024-02-21 10:10:05,broken clouds,14.58,11.32,75,1708537537
218,Drizzle,13.31,12.53,90,10000,1708500734,13.05,2024-02-21 10:15:05,light intensity drizzle,13.87,11.32,75,1708537537
219,Drizzle,13.31,12.53,90,10000,1708500734,13.05,2024-02-21 10:20:05,light intensity drizzle,13.87,11.32,75,1708537537
220,Drizzle,13.31,12.53,90,10000,1708500734,13.05,2024-02-21 10:25:05,light intensity drizzle,13.87,11.32,75,1708537537
221,Drizzle,13.2,12.53,89,10000,1708500734,12.9,2024-02-21 10:30:05,light intensity drizzle,13.87,11.32,75,1708537537
222,Drizzle,13.2,12.53,89,10000,1708500734,12.9,2024-02-21 10:35:05,light intensity drizzle,13.87,11.32,75,1708537537
